code,permno,ticker,name,exchcd,shrcd,first_date,last_date,active,included,dlstcd
us.86552,86552,CEV,EATON VANCE CALIF MUN INC TR,2,44,2006-01-03,2024-12-31,True,False,100
us.86553,86553,EVO,EATON VANCE OHIO MUN INC TR,2,44,2006-01-03,2019-01-18,False,False,231
us.86555,86555,EVP,EATON VANCE PENN MUN INC TR,2,44,2006-01-03,2019-01-18,False,False,231
us.86556,86556,EVN,EATON VANCE MUNICIPAL INCOME TR,1,44,2006-01-03,2024-12-31,True,False,100
us.86557,86557,EVJ,EATON VANCE NEW JERSEY MUN INC T,2,44,2006-01-03,2019-02-22,False,False,231
us.86558,86558,EVY,EATON VANCE NEW YORK MUN INC TR,2,44,2006-01-03,2021-08-20,False,False,450
us.86560,86560,AUD,AUDACY INC,1,11,2006-01-03,2023-05-16,False,True,552
us.86563,86563,HT,HERSHA HOSPITALITY TRUST,1,48,2006-01-03,2023-11-27,False,False,233
us.86566,86566,ALNC,ALLIANCE FINANCIAL CORP NY,3,11,2006-01-03,2013-03-08,False,True,231
us.86569,86569,DVW,COVAD COMMUNICATIONS GROUP INC,2,11,2006-01-03,2008-04-15,False,True,233
us.86570,86570,CSNT,CRESCENT BANKING CO,3,11,2006-01-03,2010-07-21,False,True,552
us.86572,86572,DSGX,DESCARTES SYSTEMS GROUP INC,3,12,2006-01-03,2024-12-31,True,True,100
us.86573,86573,FCAP,FIRST CAPITAL INC,3,11,2006-01-04,2024-12-31,True,True,100
us.86574,86574,FPFC,FIRST PLACE FINANCIAL CORP NM,3,11,2006-01-03,2011-11-09,False,True,584
us.86576,86576,GBTB,G B & T BANCSHARES INC,3,11,2006-01-03,2008-04-30,False,True,231
us.86578,86578,GDEN,GOLDEN ENTERTAINMENT INC,3,11,2006-03-24,2024-12-31,True,True,100
us.86580,86580,NVDA,NVIDIA CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.86581,86581,KZIA,KAZIA THERAPEUTICS LTD,3,31,2006-01-03,2024-12-31,True,False,100
us.86582,86582,STL,STERLING BANCORP DEL,1,11,2006-01-03,2022-01-31,False,True,231
us.86583,86583,EF,EDELMAN FINANCIAL GROUP INC,3,11,2006-01-03,2012-09-20,False,True,233
us.86586,86586,TUTS,TUT SYSTEMS INC,3,11,2006-01-03,2007-03-30,False,True,233
us.86590,86590,DLM,DEL MONTE FOODS CO,1,11,2006-01-03,2011-03-08,False,True,233
us.86593,86593,GBL,GAMCO INVESTORS INC,1,11,2006-01-03,2022-10-06,False,True,570
us.86594,86594,KFY,KORN FERRY,1,11,2006-01-03,2024-12-31,True,True,100
us.86595,86595,MFI,MICROFINANCIAL INC,3,11,2006-01-03,2015-01-23,False,True,233
us.86602,86602,PER,PEROT SYSTEMS CORP,1,11,2006-01-03,2009-11-03,False,True,233
us.86685,86685,CRBC,CITIZENS REPUBLIC BANCORP INC,3,11,2006-01-03,2013-04-12,False,True,231
us.86709,86709,AMRI,ALBANY MOLECULAR RESEARCH INC,3,11,2006-01-03,2017-08-31,False,True,233
us.86713,86713,CATT,CATAPULT COMMUNICATIONS CORP,3,11,2006-01-03,2009-06-23,False,True,233
us.86715,86715,COCO,CORINTHIAN COLLEGES INC,3,11,2006-01-03,2015-02-13,False,True,580
us.86717,86717,EPAY,BOTTOMLINE TECHNOLOGIES DEL INC,3,11,2006-01-03,2022-05-12,False,True,233
us.86718,86718,EVCI,E V C I CAREER COLLEGES HLDG COR,3,11,2006-01-03,2008-03-26,False,True,570
us.86719,86719,EWBC,EAST WEST BANCORP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86720,86720,CEB,C E B INC,1,11,2006-01-03,2017-04-04,False,True,241
us.86721,86721,HLTH,H L T H CORP,3,11,2006-01-03,2009-10-23,False,True,231
us.86724,86724,ITRA,INTRAWARE INC,3,11,2006-01-03,2009-01-07,False,True,233
us.86725,86725,LIFE,LIFE TECHNOLOGIES CORP,3,11,2006-01-03,2014-02-03,False,True,233
us.86728,86728,MTEX,MANNATECH INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86729,86729,ONXS,ONYX SOFTWARE CORP,3,11,2006-01-03,2006-08-02,False,True,233
us.86731,86731,PCNTF,PACIFIC INTERNET LTD,3,12,2006-01-03,2007-10-24,False,True,520
us.86735,86735,SRNA,SERENA SOFTWARE INC,3,11,2006-01-03,2006-03-10,False,True,233
us.86738,86738,VERT,VERTICALNET INC,3,11,2006-01-03,2008-01-24,False,True,233
us.86739,86739,VIGN,VIGNETTE CORP,3,11,2006-01-03,2009-07-21,False,True,241
us.86742,86742,XING,QIAO XING UNIVERSAL RESOURCES IN,3,12,2006-01-03,2012-04-13,False,True,585
us.86743,86743,CTCI,C T COMMUNICATIONS INC,3,11,2006-01-03,2007-08-31,False,True,233
us.86744,86744,PRVT,PRIVATE MEDIA GROUP INC,3,11,2006-01-03,2011-11-14,False,True,584
us.86745,86745,BB,BLACKBERRY LTD,1,12,2006-01-03,2024-12-31,True,True,100
us.86750,86750,DMH,DUCATI MOTOR HOLDING S P A,1,31,2006-01-03,2007-06-13,False,False,520
us.86751,86751,GOV,GOUVERNEUR BANCORP INC,2,11,2006-01-04,2008-10-01,False,True,570
us.86754,86754,MUE,BLACKROCK MUNIHLDGS QLTY FD II,1,14,2006-01-03,2024-12-31,True,True,100
us.86755,86755,QQQ,INVESCO QQQ TRUST,3,73,2006-01-03,2024-12-31,True,False,100
us.86756,86756,PBG,PEPSI BOTTLING GROUP INC,1,11,2006-01-03,2010-02-26,False,True,241
us.86759,86759,KWK,QUICKSILVER RESOURCES INC,1,11,2006-01-03,2015-01-07,False,True,552
us.86760,86760,SGH,STAR GAS PARTNERS LP,1,71,2006-01-03,2006-04-28,False,False,331
us.86763,86763,AUTO,AUTOWEB INC,3,11,2006-01-03,2022-08-31,False,True,233
us.86771,86771,DELT,DELTA GALIL INDUSTRIES INC,3,31,2006-01-03,2008-03-26,False,False,570
us.86776,86776,INFY,INFOSYS LTD,1,31,2006-01-03,2024-12-31,True,False,100
us.86777,86777,IVIL,IVILLAGE INC,3,11,2006-01-03,2006-05-15,False,True,233
us.86778,86778,MKSI,M K S INSTRUMENTS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86780,86780,NEON,N E O N SYSTEMS INC,3,11,2006-01-03,2006-02-02,False,True,233
us.86783,86783,BKNG,BOOKING HOLDINGS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86786,86786,STST,ARGON ST INC,3,11,2006-01-03,2010-08-04,False,True,233
us.86789,86789,VARI,VARIAN INC,3,11,2006-01-03,2010-05-14,False,True,233
us.86791,86791,VSEA,VARIAN SEMICONDUCTOR EQP ASSC IN,3,11,2006-01-03,2011-11-09,False,True,233
us.86793,86793,YDKN,YADKIN FINANCIAL CORP,1,11,2006-01-03,2017-03-10,False,True,231
us.86799,86799,CNX,C N X RESOURCES CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.86802,86802,HGT,HUGOTON ROYALTY TRUST,1,71,2006-01-03,2018-08-24,False,False,584
us.86804,86804,JEF,JEFFERIES GROUP INC NEW,1,11,2006-01-03,2013-02-28,False,True,231
us.86806,86806,CRA,APPLERA CORP,1,11,2006-01-03,2008-06-30,False,True,331
us.86808,86808,SQMA,SOCIEDAD QUIMICA Y MINERA DE CHL,1,31,2006-01-04,2008-03-05,False,False,570
us.86809,86809,SFG,STANCORP FINANCIAL GROUP INC,1,11,2006-01-03,2016-03-07,False,True,233
us.86810,86810,TREX,TREX COMPANY INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86812,86812,SLNG,STABILIS SOLUTIONS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86814,86814,AMNB,AMERICAN NATIONAL BANKSHARES INC,3,11,2006-01-03,2024-03-28,False,True,231
us.86818,86818,DHIL,DIAMOND HILL INVESTMENT GRP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86819,86819,ATLC,ATLANTICUS HOLDINGS CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.86820,86820,CFFN,CAPITOL FEDERAL FINANCIAL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86822,86822,EXTR,EXTREME NETWORKS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86823,86823,FBEI,FIRST BANCORP OF INDIANA INC,3,11,2006-01-05,2008-05-07,False,True,573
us.86826,86826,FSBC,1ST STATE BANCORP INC,3,11,2006-01-03,2006-01-03,False,True,241
us.86827,86827,HSII,HEIDRICK & STRUGGLES INTL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86829,86829,IMM,IMMTECH PHARMACEUTICALS INC,2,11,2006-01-03,2009-05-21,False,True,584
us.86830,86830,INFA,INFORMATICA CORP,3,11,2006-01-03,2015-08-06,False,True,233
us.86839,86839,OBAS,OPTIBASE LTD,3,12,2006-01-03,2022-03-22,False,True,233
us.86840,86840,PLXT,P L X TECHNOLOGY INC,3,11,2006-01-03,2014-08-11,False,True,233
us.86845,86845,CBH,COMMERCE BANCORP INC NJ,1,11,2006-01-03,2008-03-28,False,True,241
us.86850,86850,WGAT,WORLDGATE COMMUNICATIONS INC,3,11,2006-01-03,2007-10-03,False,True,560
us.86858,86858,BUCA,BUCA INC,3,11,2006-01-03,2008-09-29,False,True,233
us.86865,86865,SCC,SECURITY CAPITAL CORP DEL,2,11,2006-01-06,2006-09-13,False,True,233
us.86866,86866,TUEM,TUESDAY MORNING CORP,3,11,2006-01-03,2022-12-30,False,True,584
us.86868,86868,GS,GOLDMAN SACHS GROUP INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86869,86869,KT,K T CORP,1,31,2006-01-03,2024-12-31,True,False,100
us.86870,86870,NAD,NUVEEN QUALITY MUNI INCOME FUND,1,44,2006-01-03,2024-12-31,True,False,100
us.86871,86871,NAN,NUVEEN NY QUALITY MUNI INCOME FD,1,44,2006-01-03,2024-12-31,True,False,100
us.86872,86872,NAC,NUVEEN CALIFORNIA QUA MUN INC FD,1,44,2006-01-03,2024-12-31,True,False,100
us.86876,86876,WCC,WESCO INTERNATIONAL INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86878,86878,ALOY,ALLOY INC,3,11,2006-01-03,2010-11-09,False,True,233
us.86881,86881,BRCD,BROCADE COMMUNICATIONS SYS INC,3,11,2006-01-03,2017-11-16,False,True,233
us.86887,86887,LOAN,MANHATTAN BRIDGE CAPITAL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86889,86889,BFX,BOWFLEX INC,1,11,2006-01-03,2024-03-04,False,True,574
us.86890,86890,EDGR,EDGAR ONLINE INC,3,11,2006-01-03,2012-08-14,False,True,233
us.86895,86895,RATE,BANKRATE INC,3,11,2006-01-03,2009-09-25,False,True,233
us.86896,86896,CBU,COMMUNITY FINANCIAL SYSTEM INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86899,86899,LPNT,LIFEPOINT HEALTH INC,3,11,2006-01-03,2018-11-15,False,True,233
us.86910,86910,GFSI,GOLDLEAF FINANCIAL SOLUTIONS INC,3,11,2006-01-03,2009-10-01,False,True,233
us.86915,86915,RMIX,U S CONCRETE INC,3,11,2006-01-03,2010-05-07,False,True,552
us.86916,86916,UONE,URBAN ONE INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86921,86921,TCP,T C PIPELINES L P,1,71,2006-01-03,2021-03-02,False,False,231
us.86923,86923,TRI,TRIAD HOSPITALS INC,1,11,2006-01-03,2007-07-24,False,True,233
us.86924,86924,TST,THESTREET INC,3,11,2006-01-03,2019-08-07,False,True,261
us.86926,86926,TWTC,T W TELECOM INC,3,11,2006-01-03,2014-10-31,False,True,241
us.86929,86929,AUDC,AUDIOCODES LTD,3,12,2006-01-03,2024-12-31,True,True,100
us.86935,86935,RUBO,RUBIOS RESTAURANTS INC,3,11,2006-01-03,2010-08-24,False,True,233
us.86938,86938,BPO,BROOKFIELD OFFICE PROPERTIES INC,1,12,2006-01-03,2014-06-09,False,True,231
us.86942,86942,GUT,GABELLI UTILITY TRUST,1,14,2006-01-03,2024-12-31,True,True,100
us.86945,86945,ONT,ON2 TECHNOLOGIES INC,2,11,2006-01-03,2010-02-19,False,True,241
us.86946,86946,RAI,REYNOLDS AMERICAN INC,1,11,2006-01-03,2017-07-24,False,True,241
us.86949,86949,SKX,SKECHERS U S A INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86952,86952,ABLE,ABLE ENERGY INC,3,11,2006-01-03,2006-10-12,False,True,520
us.86954,86954,BWEB,BACKWEB TECHNOLOGIES LTD,3,12,2006-01-03,2007-01-25,False,True,520
us.86956,86956,WSII,WASTE SERVICES INC,3,11,2006-01-03,2010-07-01,False,True,231
us.86958,86958,CYBS,CYBERSOURCE CORP,3,11,2006-01-03,2010-07-21,False,True,233
us.86959,86959,DITC,DITECH NETWORKS INC,3,11,2006-01-03,2012-12-04,False,True,233
us.86964,86964,FFIV,F 5 INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86965,86965,FISI,FINANCIAL INSTITUTIONS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86966,86966,GAFC,GREATER ATLANTIC FINANCIAL CORP,3,11,2006-01-03,2007-02-21,False,True,520
us.86975,86975,IMX,IMPLANT SCIENCES CORP,2,11,2006-01-03,2009-04-03,False,True,580
us.86977,86977,MBIS,MEDIABISTRO INC,3,11,2006-01-03,2014-06-05,False,True,560
us.86979,86979,JNPR,JUNIPER NETWORKS INC,1,11,2006-01-03,2024-12-31,True,True,100
us.86983,86983,EASY,EASYLINK SERVICES CORP,3,11,2006-01-03,2007-08-17,False,True,233
us.86988,86988,ORCC,ONLINE RESOURCES CORP,3,11,2006-01-03,2013-03-08,False,True,233
us.86989,86989,MEET,MEET GROUP INC,3,11,2006-10-25,2020-09-03,False,True,233
us.86990,86990,GEG,GREAT ELM GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.86993,86993,PTRY,PANTRY INC,3,11,2006-01-03,2015-03-16,False,True,233
us.86996,86996,SBAC,S B A COMMUNICATIONS CORP NEW,3,18,2006-01-03,2024-12-31,True,True,100
us.87000,87000,STMP,STAMPS COM INC,3,11,2006-01-03,2021-10-04,False,True,233
us.87002,87002,TFIN,TEAM FINANCIAL INC,3,11,2006-01-03,2009-03-24,False,True,574
us.87005,87005,UBET,YOUBET COM,3,11,2006-01-03,2010-06-02,False,True,241
us.87006,87006,UTHR,UNITED THERAPEUTICS CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.87010,87010,WVCM,WAVECOM SA,3,31,2006-01-03,2009-04-30,False,False,570
us.87013,87013,ARBA,ARIBA INC,3,11,2006-01-03,2012-09-28,False,True,233
us.87014,87014,BSRR,SIERRA BANCORP,3,11,2006-01-03,2024-12-31,True,True,100
us.87016,87016,AIOT,POWERFLEET INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87020,87020,PVTB,PRIVATEBANCORP INC,3,11,2006-01-03,2017-06-22,False,True,241
us.87024,87024,CTBK,CITY BANK LYNNWOOD WASHINGTON,3,11,2006-01-03,2010-04-16,False,True,574
us.87026,87026,AMC,AMERICAN MORTGAGE ACCEPTANCE CO,2,48,2006-01-03,2008-10-28,False,False,584
us.87031,87031,DNA,GENENTECH INC,1,11,2006-01-03,2009-03-26,False,True,233
us.87033,87033,HSBC,H S B C HOLDINGS PLC,1,31,2006-01-03,2024-12-31,True,False,100
us.87034,87034,LII,LENNOX INTERNATIONAL INC,1,11,2006-01-03,2024-12-31,True,True,100
us.87035,87035,DOC,DIGITAL ANGEL CORP,2,11,2006-01-03,2007-12-28,False,True,231
us.87038,87038,PAE,PEACE ARCH ENTERTAINMENT GP INC,2,12,2006-01-03,2009-09-30,False,True,580
us.87039,87039,BERK,BERKSHIRE BANCORP INC DEL,3,11,2006-01-03,2013-11-27,False,True,570
us.87043,87043,QMCO,QUANTUM CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.87049,87049,YCC,YANKEE CANDLE INC,1,11,2006-01-03,2007-02-06,False,True,233
us.87051,87051,ADBL,AUDIBLE INC,3,11,2006-01-03,2008-03-18,False,True,233
us.87053,87053,GNSS,GENASYS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87054,87054,HK,PETROHAWK ENERGY CORP,1,11,2006-01-03,2011-08-25,False,True,233
us.87055,87055,COST,COSTCO WHOLESALE CORP NEW,3,11,2006-01-03,2024-12-31,True,True,100
us.87056,87056,BMRN,BIOMARIN PHARMACEUTICAL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87057,87057,BPUR,BIOPURE CORP,3,11,2006-01-03,2009-07-21,False,True,560
us.87061,87061,CYRN,CYREN LTD,3,12,2006-01-03,2023-03-02,False,True,584
us.87066,87066,EGOV,N I C INC,3,11,2006-01-03,2021-04-20,False,True,233
us.87067,87067,FNLC,FIRST BANCORP INC ME,3,11,2006-01-03,2024-12-31,True,True,100
us.87069,87069,GCBC,GREENE COUNTY BANCORP INC,3,11,2006-01-04,2024-12-31,True,True,100
us.87070,87070,HCBK,HUDSON CITY BANCORP INC,3,11,2006-01-03,2015-10-30,False,True,241
us.87074,87074,PRZM,PRISM TECHNOLOGIES GROUP INC,3,11,2006-01-03,2017-02-22,False,True,570
us.87075,87075,ZD,ZIFF DAVIS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87077,87077,ECPG,ENCORE CAPITAL GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87078,87078,MDRX,VERADIGM INC,3,11,2006-01-03,2024-02-28,False,True,584
us.87081,87081,NTIQ,NETIQ CORP,3,11,2006-01-03,2006-06-30,False,True,233
us.87082,87082,NTOP,NET2PHONE INC,3,11,2006-01-03,2006-03-13,False,True,233
us.87084,87084,VHC,VIRNETX HOLDING CORP,1,11,2007-12-27,2024-12-31,True,True,100
us.87086,87086,PRFT,PERFICIENT INC,3,11,2006-01-03,2024-10-01,False,True,233
us.87089,87089,SCIL,SCIENTIFIC LEARNING CORP,3,11,2006-01-05,2012-10-17,False,True,560
us.87092,87092,TIBX,T I B C O SOFTWARE INC,3,11,2006-01-03,2014-12-05,False,True,233
us.87094,87094,TMIC,TREND MICRO INC,3,31,2006-01-03,2007-05-30,False,False,520
us.87097,87097,WGRD,WATCHGUARD TECHNOLOGIES INC,3,11,2006-01-03,2006-10-04,False,True,233
us.87098,87098,WSBA,WESTERN SIERRA BANCORP,3,11,2006-01-03,2006-06-02,False,True,231
us.87099,87099,ARTG,ART TECHNOLOGY GROUP INC,3,11,2006-01-03,2011-01-05,False,True,233
us.87105,87105,DSCM,DRUGSTORE COM INC,3,11,2006-01-03,2011-06-02,False,True,233
us.87114,87114,MBWM,MERCANTILE BANK CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.87116,87116,NMHC,NATIONAL MED HEALTH CARD SYS INC,3,11,2006-01-03,2008-04-30,False,True,241
us.87118,87118,PKTR,PACKETEER INC,3,11,2006-01-03,2008-06-06,False,True,233
us.87121,87121,SALM,SALEM MEDIA GROUP INC,3,11,2006-01-03,2024-01-18,False,True,570
us.87128,87128,NOK,NOKIA CORP,1,31,2006-01-03,2024-12-31,True,False,100
us.87129,87129,CHINA,C D C CORP,3,12,2006-01-03,2011-10-05,False,True,574
us.87131,87131,KCG,KNIGHT CAPITAL GROUP INC,1,11,2006-01-03,2013-07-01,False,True,241
us.87132,87132,BPS,BLACKROCK PENNSYLVANIA STR MUN T,2,44,2006-01-03,2015-04-10,False,False,231
us.87133,87133,BSD,BLACKROCK STRATEGIC MUNICIPAL TR,1,44,2006-01-03,2021-04-09,False,False,231
us.87134,87134,BBI,BLOCKBUSTER INC,1,11,2006-01-03,2010-07-06,False,True,560
us.87137,87137,DVN,DEVON ENERGY CORP NEW,1,11,2006-01-03,2024-12-31,True,True,100
us.87138,87138,NPLA,INPLAY TECHNOLOGIES INC,3,11,2006-01-03,2009-04-24,False,True,580
us.87139,87139,FCS,FAIRCHILD SEMICONDUCTOR INTL INC,3,11,2006-01-03,2016-09-16,False,True,233
us.87140,87140,LAB,LABRANCHE & CO INC,1,11,2006-01-03,2011-06-28,False,True,231
us.87146,87146,NST,NSTAR,1,11,2006-01-03,2012-04-09,False,True,231
us.87148,87148,OPT,OPTICARE HEALTH SYSTEMS INC,2,11,2006-01-03,2006-03-06,False,True,231
us.87149,87149,TWB,TWEEN BRANDS INC,1,11,2006-01-03,2009-11-25,False,True,231
us.87152,87152,CRLTS,CENTURY REALTY TRUST,3,48,2006-01-05,2006-11-07,False,False,520
us.87153,87153,AGIL,AGILE SOFTWARE CORP DEL,3,11,2006-01-03,2007-07-13,False,True,233
us.87156,87156,IPIX,I P I X CORP,3,11,2006-01-03,2006-07-28,False,True,574
us.87160,87160,DTLK,DATALINK CORP,3,11,2006-01-03,2017-01-06,False,True,233
us.87162,87162,FLWS,1 800 FLOWERS COM INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87165,87165,MOVE,MOVE INC,3,11,2006-01-03,2014-11-13,False,True,233
us.87167,87167,ACTA,ACTUA CORP,3,11,2006-01-03,2018-02-07,False,True,520
us.87168,87168,IGLD,INTERNET GOLD GOLDEN LINES LTD,3,12,2006-01-03,2019-11-29,False,True,591
us.87172,87172,LIOX,LIONBRIDGE TECHNOLOGIES,3,11,2006-01-03,2017-02-28,False,True,233
us.87173,87173,LOOK,LOOKSMART LTD,3,11,2006-01-03,2015-10-27,False,True,231
us.87178,87178,NOVA,NOVAMED INC,3,11,2006-01-03,2011-05-04,False,True,233
us.87179,87179,NTCT,NETSCOUT SYSTEMS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87182,87182,QSFT,QUEST SOFTWARE INC,3,11,2006-01-03,2012-09-27,False,True,233
us.87183,87183,QUOT,LIFE QUOTES INC,3,11,2006-01-03,2010-08-13,False,True,233
us.87184,87184,RHT,RED HAT INC,1,11,2006-01-03,2019-07-08,False,True,233
us.87189,87189,TMWD,TUMBLEWEED COMMUNICATIONS CORP,3,11,2006-01-03,2008-09-04,False,True,233
us.87192,87192,WEFN,WEBFINANCIAL CORP,3,11,2006-01-06,2006-05-12,False,True,570
us.87198,87198,ARLP,ALLIANCE RESOURCE PARTNERS,3,71,2006-01-03,2024-12-31,True,False,100
us.87199,87199,IIJI,INTERNET INITIATIVE JAPAN INC,3,31,2006-01-03,2019-04-18,False,False,520
us.87204,87204,CX,CEMEX S A B DE C V,1,31,2006-01-03,2024-12-31,True,False,100
us.87209,87209,MCZ,MAD CATZ INTERACTIVE INC,2,12,2006-01-03,2017-03-22,False,True,552
us.87212,87212,MFC,MANULIFE FINANCIAL CORP,1,12,2006-01-03,2024-12-31,True,True,100
us.87214,87214,OMN,OMNOVA SOLUTIONS INC,1,11,2006-01-03,2020-03-31,False,True,233
us.87218,87218,UNIZ,UNIZAN FINANCIAL CORP,3,11,2006-01-03,2006-02-28,False,True,231
us.87219,87219,ACME,ACME COMMUNICATIONS INC,3,11,2006-01-03,2008-10-31,False,True,570
us.87227,87227,EGAN,EGAIN CORP,3,11,2011-10-13,2024-12-31,True,True,100
us.87229,87229,FDRY,FOUNDRY NETWORKS INC,3,11,2006-01-03,2008-12-18,False,True,233
us.87230,87230,APTM,APTIMUS INC,3,11,2006-01-03,2007-10-29,False,True,233
us.87233,87233,GLDN,GOLDEN TELECOM INC,3,11,2006-01-03,2008-02-28,False,True,233
us.87236,87236,INAP,INTERNAP CORP,3,11,2006-01-03,2020-03-25,False,True,574
us.87242,87242,KEYN,KEYNOTE SYSTEMS INC,3,11,2006-01-03,2013-08-21,False,True,233
us.87251,87251,RDWR,RADWARE LTD,3,12,2006-01-03,2024-12-31,True,True,100
us.87255,87255,TIVO,TIVO INC,3,11,2006-01-03,2016-09-07,False,True,241
us.87257,87257,VTIV,INVENTIV HEALTH INC,3,11,2006-01-03,2010-08-04,False,True,233
us.87261,87261,UNTD,UNITED ONLINE INC,3,11,2006-01-03,2016-06-30,False,True,233
us.87263,87263,TTPA,TRINTECH GROUP PLC,3,31,2006-01-03,2010-12-30,False,False,233
us.87264,87264,ININ,INTERACTIVE INTELLIGENCE GRP INC,3,11,2006-01-03,2016-12-01,False,True,233
us.87265,87265,VITR,VITRIA TECHNOLOGY INC,3,11,2006-01-03,2007-03-07,False,True,233
us.87267,87267,BLK,BLACKROCK INC NEW,1,11,2006-01-03,2024-12-31,True,True,100
us.87268,87268,CIR,CIRCOR INTERNATIONAL INC,1,11,2006-01-03,2023-10-17,False,True,233
us.87269,87269,CIZN,CITIZENS HOLDING CO,3,11,2006-01-03,2023-12-14,False,True,570
us.87270,87270,CCA,M F S CALIFORNIA MUNICIPAL FUND,2,44,2006-01-03,2019-09-11,False,False,450
us.87271,87271,CFX,COLONIAL INSD MUN FD,2,14,2006-01-03,2007-05-25,False,True,450
us.87272,87272,EPC,E P C O S AG,1,31,2006-01-03,2007-11-29,False,False,520
us.87276,87276,FXX,FOXBY CORP,2,14,2006-01-03,2008-10-23,False,True,570
us.87277,87277,MSO,MARTHA STEWART LVNG OMNIMEDIA IN,1,11,2006-01-03,2015-12-04,False,True,241
us.87279,87279,NBG,NATIONAL BANK OF GREECE S A,1,31,2006-01-03,2015-11-27,False,False,552
us.87280,87280,NGG,NATIONAL GRID PLC,1,31,2006-01-03,2024-12-31,True,False,100
us.87285,87285,NSL,NUVEEN SENIOR INCOME FUND,1,44,2006-01-03,2023-07-28,False,False,231
us.87286,87286,PPK,POLYAIR INTER PACK INC,2,12,2006-01-03,2007-03-09,False,True,520
us.87289,87289,DHC,DIVERSIFIED HEALTHCARE TRUST,3,48,2006-01-03,2024-12-31,True,False,100
us.87292,87292,PTV,PACTIV CORP,1,11,2006-01-03,2010-11-16,False,True,233
us.87293,87293,UGP,ULTRAPAR PARTICIPACOES S A,1,31,2011-08-18,2024-12-31,True,False,100
us.87298,87298,NEXC,NEXCEN BRANDS INC,3,11,2006-01-03,2009-01-12,False,True,580
us.87299,87299,AKAM,AKAMAI TECHNOLOGIES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87301,87301,ATGN,ALTIGEN COMMUNICATIONS INC,3,11,2006-01-03,2010-03-15,False,True,570
us.87302,87302,BSQR,BSQUARE CORP,3,11,2006-01-03,2023-12-07,False,True,233
us.87306,87306,CHIC,CHARLOTTE RUSSE HOLDING INC,3,11,2006-01-03,2009-10-13,False,True,233
us.87307,87307,CHRT,CHARTERED SEMICONDUCTOR MFG LTD,3,31,2006-01-03,2009-12-18,False,False,233
us.87310,87310,CRDS,CROSSROADS SYSTEMS INC,3,11,2006-01-03,2017-08-22,False,True,574
us.87314,87314,DGIN,DIGITAL INSIGHT CORP,3,11,2006-01-03,2007-02-06,False,True,233
us.87316,87316,BIZ,D S L NET INC,2,11,2006-01-03,2006-01-06,False,True,584
us.87317,87317,ECTX,ECTEL LTD,3,12,2006-01-03,2010-01-13,False,True,233
us.87318,87318,EGBN,EAGLE BANCORP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87321,87321,GAIA,GAIA INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87327,87327,IWOV,INTERWOVEN INC,3,11,2006-01-03,2009-03-16,False,True,233
us.87333,87333,NAVI,NAVISITE INC,3,11,2006-01-03,2011-04-20,False,True,233
us.87337,87337,PLUG,PLUG POWER INC,3,11,2006-01-03,2024-12-31,True,True,100
us.87339,87339,PTNR,PARTNER COMMUNICATIONS CO LTD,3,31,2006-01-03,2023-02-15,False,False,570
us.87340,87340,ROME,ROME BANCORP INC,3,11,2006-01-03,2011-03-31,False,True,241
us.87342,87342,SBSA,SPANISH BROADCASTING SYSTEM INC,3,11,2006-01-03,2017-01-18,False,True,584
us.87343,87343,SCMR,SYCAMORE NETWORKS INC,3,11,2006-01-03,2013-03-07,False,True,585
us.87344,87344,SIFY,SIFY TECHNOLOGIES LTD,3,31,2006-01-03,2024-12-31,True,False,100
